dM,dP,dS,dO,target
-75,234,-35.5,0,1
-575,-172,-177.5,0,0
325,-174,66.5,0,0.3333333333333333
325,112,146.5,0,0.6666666666666666
-75,245,-82.25,450,1
-575,-169,-300.25,-450,0
325,-171,121.75,-450,0.3333333333333333
325,95,260.75,450,0.6666666666666666
-75,23,-9.25,-225,1
-575,-167,-288.25,-225,0
325,-178,90.75,-225,0.3333333333333333
325,322,206.75,675,0.6666666666666666
-75,139.75,84,0,1
-575,-55.25,-349,0,0
325,-60.25,124,0,0.3333333333333333
325,-24.25,141,0,0.6666666666666666
-75,135.5,11,0,1
-575,-55.5,-234,0,0
325,-56.5,127,0,0.3333333333333333
325,-23.5,96,0,0.6666666666666666
-75,-34.25,29.25,0,1
-575,-2.25,-115.75,0,0
325,-3.25,48.25,0,0.3333333333333333
325,39.75,38.25,0,0.6666666666666666
-75,-255.75,3.75,-25,1
-575,-222.75,-17.25,-25,0
325,208.25,46.75,75,0.3333333333333333
325,270.25,-33.25,-25,0.6666666666666666
-75,-34.25,60.5,-250,1
-575,-222.25,-84.5,-250,0
325,2.75,1.5,-250,0.3333333333333333
325,253.75,22.5,750,0.6666666666666666
150,-200,86,450,1
-350,64,-28,-450,0
-350,43,-192,-450,0.3333333333333333
550,93,134,450,0.6666666666666666
0,0,0,0,0.6666666666666666
0,0,0,0,0
0,0,0,0,0.3333333333333333
0,0,0,0,1
0,-70.75,16.5,0,0.6666666666666666
0,-25.75,-5.5,0,0
0,48.25,16.5,0,0.3333333333333333
0,48.25,-27.5,0,1
0,50.25,26.75,0,0.6666666666666666
0,-24.75,-39.25,0,0
0,-64.75,51.75,0,0.3333333333333333
0,39.25,-39.25,0,1
0,44.5,26.75,0,0.6666666666666666
0,-33.5,-39.25,0,0
0,-79.5,51.75,0,0.3333333333333333
0,68.5,-39.25,0,1
0,43.5,-22,0,0.6666666666666666
0,-34.5,-96,0,0
0,-78.5,118,0,0.3333333333333333
0,69.5,0,0,1
0,-13.5,0.25,0,0.6666666666666666
0,22.5,-72.75,0,0
0,-21.5,72.25,0,0.3333333333333333
0,12.5,0.25,0,1
0,220.25,57.25,0,0.6666666666666666
0,-97.75,-59.75,0,0
0,-139.75,85.25,0,0.3333333333333333
0,17.25,-82.75,0,1
0,112,116,0,0.6666666666666666
0,10,-141,0,0
0,-252,147,0,0.3333333333333333
0,130,-122,0,1
0,103.5,121,0,0.6666666666666666
0,31.5,-112,0,0
0,-259.5,108,0,0.3333333333333333
0,124.5,-117,0,1
0,104.5,158.75,0,0.6666666666666666
0,32.5,-115.25,0,0
0,-259.5,76.75,0,0.3333333333333333
0,122.5,-120.25,0,1
0,-170.25,104.25,0,0.6666666666666666
0,-28.25,-74.75,0,0
0,-106.25,104.25,0,0.3333333333333333
0,304.75,-133.75,0,1
0,-228.5,98.75,0,0.6666666666666666
0,23.5,-102.25,0,0
0,-38.5,142.75,0,0.3333333333333333
0,243.5,-139.25,0,1
0,-57.75,117.25,75,0.6666666666666666
0,72.25,-50.75,-25,0
0,-194.75,95.25,-25,0.3333333333333333
0,180.25,-161.75,-25,1
137.5,116.5,129.75,-112.5,0.6666666666666666
-312.5,14.5,-90.25,-112.5,0
37.5,-253.5,109.75,337.5,0.3333333333333333
137.5,122.5,-149.25,-112.5,1
250,72,192.25,-125,0.6666666666666666
-200,-23,13.25,-125,0
-300,-93,-64.75,375,0.3333333333333333
250,44,-140.75,-125,1
375,27,99.5,-50,0.6666666666666666
-75,30,50.5,50,0
-675,-28,-55.5,50,0.3333333333333333
375,-29,-94.5,-50,1
475,-59,122,-162.5,0.6666666666666666
25,175,24,387.5,0
-975,-6,-74,-62.5,0.3333333333333333
475,-110,-72,-162.5,1
500,-101.25,29.25,525,0.6666666666666666
-50,146.75,-234.75,125,0
-950,85.75,285.25,-275,0.3333333333333333
500,-131.25,-79.75,-375,1
950,115.25,-6.25,525,0.6666666666666666
-50,265.25,-224.25,125,0
-950,-245.75,345.75,-275,0.3333333333333333
50,-134.75,-115.25,-375,1
950,86.75,38,475,0.6666666666666666
-50,236.75,-180,275,0
-950,-199.25,213,-325,0.3333333333333333
50,-124.25,-71,-425,1
1550,215.75,146.25,475,0.6666666666666666
-250,325.75,-269.75,275,0
-1150,-303.25,227.25,-325,0.3333333333333333
-150,-238.25,-103.75,-425,1
1550,34.75,118.25,475,0.6666666666666666
-250,165.75,-241.75,275,0
-1150,-246.25,199.25,-325,0.3333333333333333
-150,45.75,-75.75,-425,1
1550,243,100.25,362.5,0.6666666666666666
-250,136,-235.75,162.5,0
-1150,-273,205.25,-437.5,0.3333333333333333
-150,-106,-69.75,-87.5,1
1550,151.75,155.25,475,0.6666666666666666
-250,164.75,-243.75,275,0
-1150,-239.25,194.25,-325,0.3333333333333333
-150,-77.25,-105.75,-425,1
1550,93.75,92.5,475,0.6666666666666666
-250,96.75,-239.5,275,0
-1150,-288.25,198.5,-325,0.3333333333333333
-150,97.75,-51.5,-425,1
1350,231,46,1150,0.6666666666666666
-450,-3,-317,50,0
-550,-150,319,-650,0.3333333333333333
-350,-78,-48,-550,1
1350,111.75,-4,475,0.6666666666666666
-450,120.75,-311,275,0
-550,-269.25,362,-325,0.3333333333333333
-350,36.75,-47,-425,1
1350,171,0.75,475,0.6666666666666666
-450,61,-249.25,275,0
-550,-324,366.75,-325,0.3333333333333333
-350,92,-118.25,-425,1
1350,82.5,-11.5,450,0.6666666666666666
-450,88.5,-261.5,250,0
-550,-291.5,308.5,-350,0.3333333333333333
-350,120.5,-35.5,-350,1
1537.5,-108.25,140,475,0.6666666666666666
-262.5,9.75,-167,-175,0
-362.5,-377.25,319,125,0.3333333333333333
-912.5,475.75,-292,-425,1
1837.5,12.25,132.5,662.5,0.6666666666666666
37.5,237.25,-197.5,12.5,0
-962.5,-164.75,114.5,-587.5,0.3333333333333333
-912.5,-84.75,-49.5,-87.5,1
1837.5,45.25,77.75,450,0.6666666666666666
37.5,269.25,-235.25,250,0
-962.5,-151.75,160.75,-350,0.3333333333333333
-912.5,-162.75,-3.25,-350,1
1837.5,167,104.5,500,0.6666666666666666
37.5,162,-208.5,100,0
-962.5,-98,156.5,-300,0.3333333333333333
-912.5,-231,-52.5,-300,1
1837.5,156.75,110.75,500,0.6666666666666666
37.5,160.75,-202.25,100,0
-962.5,-98.25,162.75,-300,0.3333333333333333
-912.5,-219.25,-71.25,-300,1
1962.5,166,40.5,-50,0.6666666666666666
-337.5,-181,-114.5,50,0
-837.5,12,244.5,50,0.3333333333333333
-787.5,3,-170.5,-50,1
1987.5,124.5,30.25,-187.5,0.6666666666666666
-312.5,-217.5,-102.75,-87.5,0
-812.5,-15.5,256.25,-87.5,0.3333333333333333
-862.5,108.5,-183.75,362.5,1
2100,105,75,287.5,0.6666666666666666
-200,-144,-126,-62.5,0
-700,78,233,-62.5,0.3333333333333333
-1200,-39,-182,-162.5,1
1762.5,81,34.25,-25,0.6666666666666666
-87.5,-107,-142.75,-25,0
-587.5,111,226.25,75,0.3333333333333333
-1087.5,-85,-117.75,-25,1
1787.5,113.5,29.5,-100,0.6666666666666666
-162.5,-114.5,-185.5,-100,0
-562.5,55.5,221.5,300,0.3333333333333333
-1062.5,-54.5,-65.5,-100,1
1787.5,187.5,38.75,-225,0.6666666666666666
-162.5,-169.5,-163.25,75,0
-562.5,86.5,205.75,-125,0.3333333333333333
-1062.5,-104.5,-81.25,275,1
1787.5,175.75,-14,-200,0.6666666666666666
-162.5,-156.25,-176,100,0
-562.5,100.75,193,-200,0.3333333333333333
-1062.5,-120.25,-3,300,1
1862.5,131,48.5,800,0.6666666666666666
-387.5,-95,-376.5,-400,0
-487.5,90,221.5,0,0.3333333333333333
-987.5,-126,106.5,-400,1
1712.5,-180.5,-11,375,0.6666666666666666
-237.5,454.5,-398,-325,0
-637.5,-176.5,200,375,0.3333333333333333
-837.5,-97.5,209,-425,1
1762.5,-105.75,14.5,450,0.6666666666666666
-287.5,290.25,-379.5,-350,0
-587.5,-112.75,268.5,350,0.3333333333333333
-887.5,-71.75,96.5,-450,1
1562.5,8.5,-34.5,375,0.6666666666666666
-487.5,170.5,-409.5,-525,0
12.5,-206.5,300.5,775,0.3333333333333333
-1087.5,27.5,143.5,-625,1
1562.5,166.25,-10.5,600,0.6666666666666666
-487.5,346.25,-419.5,-600,0
12.5,-31.75,318.5,700,0.3333333333333333
-1087.5,-480.75,111.5,-700,1
1337.5,-347.25,74.5,300,0.6666666666666666
-412.5,742.75,-478.5,-600,0
87.5,-111.25,308.5,1000,0.3333333333333333
-1012.5,-284.25,95.5,-700,1
1362.5,-219.25,-6.5,75,0.6666666666666666
-487.5,625.75,-441.5,-325,0
112.5,2.75,275.5,1075,0.3333333333333333
-987.5,-409.25,172.5,-825,1
1187.5,-213.25,7,150,0.6666666666666666
-762.5,622.75,-490,-350,0
737.5,-7.25,392,950,0.3333333333333333
-1162.5,-402.25,91,-750,1
1412.5,-95.5,44.5,-575,0.6666666666666666
-1437.5,270.5,-572.5,25,0
962.5,110.5,333.5,1125,0.3333333333333333
-937.5,-285.5,194.5,-575,1
1412.5,-102,37.5,-600,0.6666666666666666
-1437.5,256,-579.5,200,0
962.5,104,277.5,1100,0.3333333333333333
-937.5,-258,264.5,-700,1
1412.5,-9,25.25,-600,0.6666666666666666
-1437.5,224,-591.75,200,0
962.5,75,314.25,1100,0.3333333333333333
-937.5,-290,252.25,-700,1
1412.5,-65.5,95.75,-575,0.6666666666666666
-1437.5,167.5,-587.25,225,0
962.5,19.5,327.75,1025,0.3333333333333333
-937.5,-121.5,163.75,-675,1
1437.5,-161.25,184.75,-300,0.6666666666666666
-1512.5,-46.25,-643.25,0,0
987.5,53.75,195.75,600,0.3333333333333333
-912.5,153.75,262.75,-300,1
1437.5,-103.5,185.5,-300,0.6666666666666666
-1512.5,15.5,-642.5,0,0
987.5,-127.5,147.5,600,0.3333333333333333
-912.5,215.5,309.5,-300,1
1437.5,-102,227.5,-300,0.6666666666666666
-1512.5,13,-644.5,0,0
987.5,-119,145.5,600,0.3333333333333333
-912.5,208,271.5,-300,1
1437.5,74.25,185.5,-300,0.6666666666666666
-1512.5,-161.75,-642.5,0,0
987.5,55.25,147.5,600,0.3333333333333333
-912.5,32.25,309.5,-300,1
1437.5,67.5,125.25,-325,0.6666666666666666
-1512.5,-161.5,-702.75,-25,0
987.5,79.5,407.25,575,0.3333333333333333
-912.5,14.5,170.25,-225,1
1062.5,-51.25,-89.25,212.5,0.6666666666666666
-1387.5,-156.25,-567.25,-337.5,0
1112.5,186.75,419.75,762.5,0.3333333333333333
-787.5,20.75,236.75,-637.5,1
1262.5,9.25,88,0,0.6666666666666666
-1487.5,-103.75,-691,0,0
812.5,15.25,305,0,0.3333333333333333
-587.5,79.25,298,0,1
1262.5,30.5,85.5,-225,0.6666666666666666
-1487.5,125.5,-698.5,-225,0
812.5,-224.5,342.5,675,0.3333333333333333
-587.5,68.5,270.5,-225,1
1262.5,193.5,86,-225,0.6666666666666666
-1487.5,-69.5,-698,-225,0
812.5,-216.5,479,675,0.3333333333333333
-587.5,92.5,133,-225,1
1262.5,127.75,241.25,-362.5,0.6666666666666666
-1487.5,-122.25,-586.75,137.5,0
812.5,-45.25,153.25,537.5,0.3333333333333333
-587.5,39.75,192.25,-312.5,1
1262.5,195.5,263,650,0.6666666666666666
-1487.5,-380.5,-572,-250,0
812.5,173.5,116,-250,0.3333333333333333
-587.5,11.5,193,-150,1
1262.5,91.5,219.25,150,0.6666666666666666
-1487.5,-268.5,-457.75,-50,0
812.5,57.5,49.25,-50,0.3333333333333333
-587.5,119.5,189.25,-50,1
1262.5,169.5,261.75,150,0.6666666666666666
-1487.5,-231.5,-424.25,-50,0
812.5,91.5,135.75,-50,0.3333333333333333
-587.5,-29.5,26.75,-50,1
1187.5,302.5,297.75,75,0.6666666666666666
-1462.5,-496.5,-379.25,-25,0
837.5,291.5,127.75,-25,0.3333333333333333
-562.5,-97.5,-46.25,-25,1
737.5,242,190,-150,0.6666666666666666
-1012.5,-317,-321,-250,0
387.5,4,-32,650,0.3333333333333333
-112.5,71,163,-250,1
962.5,-9.5,-137,337.5,0.6666666666666666
-787.5,-132.5,-261,-112.5,0
-287.5,-111.5,53,-112.5,0.3333333333333333
112.5,253.5,345,-112.5,1
962.5,18,-73.75,337.5,0.6666666666666666
-787.5,-78,-205.75,-112.5,0
-287.5,-57,-218.75,-112.5,0.3333333333333333
112.5,117,498.25,-112.5,1
962.5,-25.75,-112,887.5,0.6666666666666666
-787.5,-143.75,-166,-362.5,0
-287.5,113.25,-163,-262.5,0.3333333333333333
112.5,56.25,441,-262.5,1
987.5,-31.25,55.75,687.5,0.6666666666666666
-762.5,88.75,-70.25,-262.5,0
-362.5,-116.25,-384.25,-262.5,0.3333333333333333
137.5,58.75,398.75,-162.5,1
662.5,-38.75,-54,25,0.6666666666666666
-487.5,100.25,29,-75,0
-87.5,-110.75,-306,-75,0.3333333333333333
-87.5,49.25,331,125,1
662.5,73.5,-261.5,312.5,0.6666666666666666
-487.5,-12.5,161.5,-137.5,0
-87.5,2.5,-242.5,-137.5,0.3333333333333333
-87.5,-63.5,342.5,-37.5,1
887.5,13.5,25,-25,0.6666666666666666
-262.5,-62.5,-51,-25,0
-762.5,-57.5,-266,-25,0.3333333333333333
137.5,106.5,292,75,1
687.5,-5.75,-97.25,-150,0.6666666666666666
-462.5,-85.75,-10.25,350,0
-962.5,-50.75,-225.25,-50,0.3333333333333333
737.5,142.25,332.75,-150,1
1312.5,-24.5,-34,-125,0.6666666666666666
-637.5,-122.5,-82,375,0
-1237.5,-130.5,-214,-125,0.3333333333333333
562.5,277.5,330,-125,1
1337.5,105.25,-38,300,0.6666666666666666
-612.5,-228.75,-107,-100,0
-1212.5,-236.75,-166,-500,0.3333333333333333
487.5,360.25,311,300,1
662.5,105.25,-62.5,-137.5,0.6666666666666666
-387.5,-80.75,-50.5,362.5,0
-987.5,-88.75,-114.5,-137.5,0.3333333333333333
712.5,64.25,227.5,-87.5,1
662.5,222.75,264.75,-12.5,0.6666666666666666
-387.5,-188.25,-300.25,-12.5,0
-987.5,-196.25,-167.25,-12.5,0.3333333333333333
712.5,161.75,202.75,37.5,1
662.5,105.25,-62.5,-137.5,0.6666666666666666
-387.5,-80.75,-50.5,362.5,0
-987.5,-88.75,-114.5,-137.5,0.3333333333333333
712.5,64.25,227.5,-87.5,1
662.5,13.25,173.75,-125,0.6666666666666666
-387.5,-52.75,-134.25,375,0
-987.5,-60.75,-183.25,-125,0.3333333333333333
712.5,100.25,143.75,-125,1
662.5,11.5,193.25,-150,0.6666666666666666
-387.5,-51.5,-114.75,350,0
-987.5,-59.5,-294.75,-150,0.3333333333333333
712.5,99.5,216.25,-50,1
662.5,11.5,179.75,312.5,0.6666666666666666
-387.5,-51.5,-247.25,-137.5,0
-987.5,-59.5,-198.25,-137.5,0.3333333333333333
712.5,99.5,265.75,-37.5,1
350,19.75,103.25,-50,0.6666666666666666
-250,-47.25,-179.75,-50,0
-850,-55.25,-255.75,50,0.3333333333333333
750,82.75,332.25,50,1
350,25.25,43,-25,0.6666666666666666
-250,-46.75,-197,-25,0
-850,-54.75,-126,-25,0.3333333333333333
750,76.25,280,75,1
350,26.5,93.5,-50,0.6666666666666666
-250,-46.5,-109.5,-50,0
-850,-54.5,-219.5,50,0.3333333333333333
750,74.5,235.5,50,1
350,22.75,121.25,0,0.6666666666666666
-250,-35.25,-201.75,0,0
-850,-43.25,-76.75,0,0.3333333333333333
750,55.75,157.25,0,1
350,37.5,160,0,0.6666666666666666
-250,-40.5,-320,0,0
-850,-48.5,13,0,0.3333333333333333
750,51.5,147,0,1
350,64.75,262.5,675,0.6666666666666666
-250,-212.25,-339.5,-225,0
-850,-220.25,62.5,-225,0.3333333333333333
750,367.75,14.5,-225,1
-100,8.75,-38,50,0.6666666666666666
200,-43.25,10,-50,0
-400,-46.25,-40,-50,0.3333333333333333
300,80.75,68,50,1
-100,12.25,-74,75,0.6666666666666666
200,-49.75,-1,-25,0
-400,-44.75,76,-25,0.3333333333333333
300,82.25,-1,-25,1
-100,11.25,-106.75,150,0.6666666666666666
200,-50.75,48.25,-50,0
-400,-44.75,-39.75,-50,0.3333333333333333
300,84.25,98.25,-50,1
0,0,0,0,0.3333333333333333
0,0,0,0,0.6666666666666666
0,0,0,0,0
0,0,0,0,1
0,-54.75,-5.5,0,0.3333333333333333
0,46.25,16.5,0,0.6666666666666666
0,65.25,16.5,0,0
0,-56.75,-27.5,0,1
0,-76.25,2.25,0,0.3333333333333333
0,69.75,-0.75,0,0.6666666666666666
0,40.75,-0.75,0,0
0,-34.25,-0.75,0,1
0,-91.25,104.25,-25,0.3333333333333333
0,59.75,-57.75,-25,0.6666666666666666
0,39.75,-35.75,75,0
0,-8.25,-10.75,-25,1
0,-150.75,77.25,-25,0.3333333333333333
0,11.25,-64.75,-25,0.6666666666666666
0,206.25,-18.75,75,0
0,-66.75,6.25,-25,1
0,-143.75,88.25,0,0.3333333333333333
0,-99.75,-28.75,0,0.6666666666666666
0,209.25,-29.75,0,0
0,34.25,-29.75,0,1
0,-148.75,71,0,0.3333333333333333
0,42.25,1,0,0.6666666666666666
0,80.25,-25,0,0
0,26.25,-47,0,1
0,-101.5,60.25,0,0.3333333333333333
0,-30.5,35.25,0,0.6666666666666666
0,21.5,-58.75,0,0
0,110.5,-36.75,0,1
0,-103,16.25,0,0.3333333333333333
0,-144,-8.75,0,0.6666666666666666
0,25,51.25,0,0
0,222,-58.75,0,1
0,8,21,0,0.3333333333333333
0,-138,-4,0,0.6666666666666666
0,23,37,0,0
0,107,-54,0,1
0,-270,89.25,0,0.3333333333333333
0,35,-26.75,0,0.6666666666666666
0,-33,58.25,0,0
0,268,-120.75,0,1
0,-269.25,87,0,0.3333333333333333
0,144.75,-105,0,0.6666666666666666
0,-31.25,119,0,0
0,155.75,-101,0,1
0,-271,70.75,0,0.3333333333333333
0,256,-89.25,0,0.6666666666666666
0,-32,83.75,0,0
0,47,-65.25,0,1
0,-233,90.25,0,0.3333333333333333
0,235,-37.75,0,0.6666666666666666
0,-106,37.25,0,0
0,104,-89.75,0,1
0,-243.5,-147,0,0.3333333333333333
0,264.5,58,0,0.6666666666666666
0,-115.5,108,0,0
0,94.5,-19,0,1
0,0,0,0,0.6666666666666666
0,0,0,0,0.3333333333333333
0,0,0,0,1
0,0,0,0,0
0,-15.25,22,0,0.6666666666666666
0,29.75,-22,0,0.3333333333333333
0,-6.25,22,0,1
0,-8.25,-22,0,0
0,-10.75,0,0,0.6666666666666666
0,16.25,22,0,0.3333333333333333
0,-23.75,22,0,1
0,18.25,-44,0,0
0,109,55,0,0.6666666666666666
0,6,-11,0,0.3333333333333333
0,-126,11,0,1
0,11,-55,0,0
0,30,51.75,0,0.6666666666666666
0,79,-17.25,0,0.3333333333333333
0,-84,4.75,0,1
0,-25,-39.25,0,0
0,-28,11.75,0,0.6666666666666666
0,22,-13.25,0,0.3333333333333333
0,-136,58.75,0,1
0,142,-57.25,0,0
0,-93.5,46.75,0,0.6666666666666666
0,87.5,-94.25,0,0.3333333333333333
0,-70.5,42.75,0,1
0,76.5,4.75,0,0
25,-46.5,186.5,337.5,0.6666666666666666
25,9.5,-17.5,-112.5,0.3333333333333333
25,-15.5,-177.5,-112.5,1
-75,52.5,8.5,-112.5,0
50,70.25,172.75,-25,0.6666666666666666
50,-91.75,103.75,-475,0.3333333333333333
50,78.25,-135.25,525,1
-150,-56.75,-141.25,-25,0
212.5,-50.75,175.75,-62.5,0.6666666666666666
212.5,154.25,83.75,-62.5,0.3333333333333333
112.5,-162.75,-125.25,87.5,1
-537.5,59.25,-134.25,37.5,0
337.5,-38.5,126.5,162.5,0.6666666666666666
337.5,29.5,81.5,212.5,0.3333333333333333
-262.5,-50.5,-95.5,-187.5,1
-412.5,59.5,-112.5,-187.5,0
487.5,-93.5,196.25,-25,0.6666666666666666
-12.5,78.5,-0.75,-25,0.3333333333333333
-212.5,-119.5,-128.75,-25,1
-262.5,134.5,-66.75,75,0
512.5,-430.5,162.75,-250,0.6666666666666666
12.5,-32.5,-76.25,-250,0.3333333333333333
-187.5,-6.5,-45.25,650,1
-337.5,469.5,-41.25,-150,0
625,-161.75,234.75,-225,0.6666666666666666
-325,294.25,-131.25,-225,0.3333333333333333
-75,44.25,-156.25,675,1
-225,-176.75,52.75,-225,0
850,8.75,125.5,0,0.6666666666666666
-100,48.75,-137.5,0,0.3333333333333333
-750,-54.25,-44.5,0,1
0,-3.25,56.5,0,0
1450,28.75,230.25,0,0.6666666666666666
-300,-72.25,-173.75,0,0.3333333333333333
-950,-58.25,4.25,0,1
-200,101.75,-60.75,0,0
1450,22.75,189.75,0,0.6666666666666666
-300,-58.25,-124.25,0,0.3333333333333333
-950,-57.25,-0.25,0,1
-200,92.75,-65.25,0,0
1450,63.75,196.5,-25,0.6666666666666666
-300,4.75,-97.5,-25,0.3333333333333333
-950,-220.25,-73.5,-25,1
-200,151.75,-25.5,75,0
1450,128.25,173.25,-25,0.6666666666666666
-300,51.25,-27.75,-25,0.3333333333333333
-950,-155.75,-96.75,-25,1
-200,-23.75,-48.75,75,0
1450,39.75,154,-162.5,0.6666666666666666
-300,-98.25,-47,-162.5,0.3333333333333333
-950,-210.25,-36,187.5,1
-200,268.75,-71,137.5,0
1187.5,137.5,154.75,-162.5,0.6666666666666666
-412.5,42.5,-114.25,-162.5,0.3333333333333333
-762.5,-329.5,29.75,187.5,1
-12.5,149.5,-70.25,137.5,0
1187.5,84.25,136.75,-112.5,0.6666666666666666
-412.5,68.25,-60.25,-112.5,0.3333333333333333
-762.5,-304.75,11.75,237.5,1
-12.5,152.25,-88.25,-12.5,0
1187.5,82.75,159,-112.5,0.6666666666666666
-412.5,60.75,-127,-112.5,0.3333333333333333
-762.5,-303.25,34,237.5,1
-12.5,159.75,-66,-12.5,0
1787.5,87.25,185.75,337.5,0.6666666666666666
-612.5,-171.75,-75.25,-262.5,0.3333333333333333
-962.5,-291.75,60.75,87.5,1
-212.5,376.25,-171.25,-162.5,0
1787.5,25.5,185.75,337.5,0.6666666666666666
-612.5,5.5,-75.25,-262.5,0.3333333333333333
-962.5,-343.5,60.75,87.5,1
-212.5,312.5,-171.25,-162.5,0
1787.5,26.5,185.75,337.5,0.6666666666666666
-612.5,-5.5,-75.25,-262.5,0.3333333333333333
-962.5,-336.5,60.75,87.5,1
-212.5,315.5,-171.25,-162.5,0
1787.5,89.75,278.5,675,0.6666666666666666
-612.5,-181.25,20.5,-375,0.3333333333333333
-962.5,-280.25,-178.5,-25,1
-212.5,371.75,-120.5,-275,0
1787.5,-116,167.25,562.5,0.6666666666666666
-612.5,-153,58.25,-337.5,0.3333333333333333
-962.5,-250,-141.75,12.5,1
-212.5,519,-83.75,-237.5,0
1787.5,2.75,145.5,562.5,0.6666666666666666
-612.5,-48.25,123.5,-337.5,0.3333333333333333
-962.5,-361.25,-163.5,12.5,1
-212.5,406.75,-105.5,-237.5,0
1787.5,4,96,-112.5,0.6666666666666666
-612.5,-46,50,-112.5,0.3333333333333333
-962.5,-141,-168,237.5,1
-212.5,183,22,-12.5,0
1787.5,66,101.5,-112.5,0.6666666666666666
-612.5,-3,33.5,-112.5,0.3333333333333333
-962.5,-77,-162.5,237.5,1
-212.5,14,27.5,-12.5,0
1787.5,52,135.25,-112.5,0.6666666666666666
-612.5,22,22.25,-112.5,0.3333333333333333
-962.5,-74,-173.75,237.5,1
-212.5,0,16.25,-12.5,0
1787.5,-151.75,118.25,675,0.6666666666666666
-612.5,246.25,2.25,-375,0.3333333333333333
-962.5,-88.75,-120.75,-25,1
-212.5,-5.75,0.25,-275,0
1587.5,14.25,338.5,-362.5,0.6666666666666666
-812.5,0.25,-58.5,-362.5,0.3333333333333333
-362.5,148.25,-134.5,887.5,1
-412.5,-162.75,-145.5,-162.5,0
1137.5,-169.75,169.5,400,0.6666666666666666
-362.5,86.25,-42.5,-450,0.3333333333333333
-812.5,61.25,-109.5,400,1
37.5,22.25,-17.5,-350,0
1137.5,87,112.75,225,0.6666666666666666
-362.5,115,-4.25,-225,0.3333333333333333
-812.5,-261,-80.25,125,1
37.5,59,-28.25,-125,0
1137.5,92.5,46.25,225,0.6666666666666666
-362.5,101.5,-70.75,-225,0.3333333333333333
-812.5,-258.5,31.25,125,1
37.5,64.5,-6.75,-125,0
1137.5,90,51.75,200,0.6666666666666666
-362.5,109,-65.25,-250,0.3333333333333333
-812.5,-262,77.75,200,1
37.5,63,-64.25,-150,0
1162.5,-4.25,-13.75,712.5,0.6666666666666666
-337.5,341.75,-7.75,-387.5,0.3333333333333333
-887.5,-294.25,59.25,-37.5,1
62.5,-43.25,-37.75,-287.5,0
850,-75.25,-91.75,375,0.6666666666666666
-300,288.75,240.25,-275,0.3333333333333333
-750,-116.25,-54.75,75,1
200,-97.25,-93.75,-175,0
850,-67,12.5,-75,0.6666666666666666
-300,65,23.5,-125,0.3333333333333333
-750,-127,1.5,225,1
200,129,-37.5,-25,0
850,-114.75,40.75,-112.5,0.6666666666666666
-300,127.25,-145.25,-112.5,0.3333333333333333
-750,46.25,113.75,237.5,1
200,-58.75,-9.25,-12.5,0
850,-60.5,55.5,-112.5,0.6666666666666666
-300,180.5,-130.5,-112.5,0.3333333333333333
-750,-131.5,44.5,237.5,1
200,11.5,30.5,-12.5,0
850,-177,-30.5,-112.5,0.6666666666666666
-300,72,-156.5,-112.5,0.3333333333333333
-750,212,142.5,237.5,1
200,-107,44.5,-12.5,0
850,-176.25,-24.75,-112.5,0.6666666666666666
-300,61.75,-150.75,-112.5,0.3333333333333333
-750,222.75,125.25,237.5,1
200,-108.25,50.25,-12.5,0
850,-239,-24,562.5,0.6666666666666666
-300,244,-96,-337.5,0.3333333333333333
-750,163,84,12.5,1
200,-168,36,-237.5,0
850,-176.25,28.75,-112.5,0.6666666666666666
-300,289.75,-277.25,-112.5,0.3333333333333333
-750,0.75,108.75,237.5,1
200,-114.25,139.75,-12.5,0
650,-75.5,31,-137.5,0.6666666666666666
-500,180.5,-205,-37.5,0.3333333333333333
-150,124.5,137,212.5,1
0,-229.5,37,-37.5,0
675,-49.75,30.75,112.5,0.6666666666666666
-575,149.25,-300.25,-187.5,0.3333333333333333
-125,119.25,171.75,162.5,1
25,-218.75,97.75,-87.5,0
675,74,44.75,137.5,0.6666666666666666
-575,256,-334.25,-162.5,0.3333333333333333
-125,-232,200.75,187.5,1
25,-98,88.75,-162.5,0
675,-133.25,42.5,75,0.6666666666666666
-575,298.75,-422.5,-25,0.3333333333333333
-125,-205.25,362.5,-25,1
25,39.75,17.5,-25,0
675,-133.25,117.25,-75,0.6666666666666666
-1175,52.75,-608.75,425,0.3333333333333333
175,36.75,355.25,-175,1
325,43.75,136.25,-175,0
700,45.25,43,-75,0.6666666666666666
-1250,223.25,-585,225,0.3333333333333333
200,-30.75,338,-75,1
350,-237.75,204,-75,0
725,124.5,84.25,-100,0.6666666666666666
-1325,241.5,-512.75,300,0.3333333333333333
225,-186.5,281.25,-100,1
375,-179.5,147.25,-100,0
1350,218.5,134.75,-125,0.6666666666666666
-1600,75.5,-471.25,175,0.3333333333333333
50,-190.5,229.75,75,1
200,-103.5,106.75,-125,0
1350,165.25,152.5,-187.5,0.6666666666666666
-1600,48.25,-453.5,262.5,0.3333333333333333
50,-82.75,107.5,12.5,1
200,-130.75,193.5,-87.5,0
1450,9,59,-412.5,0.6666666666666666
-1800,186,-514,-62.5,0.3333333333333333
150,-191,279,387.5,1
200,-4,176,87.5,0
1562.5,-110.25,147,275,0.6666666666666666
-2137.5,290.75,-598,-25,0.3333333333333333
262.5,-189.25,265,-225,1
312.5,8.75,186,-25,0
1025,-118.75,130.5,300,0.6666666666666666
